room_id,rating,city,contextualPicturesCount,lat,long,listingObjType,name,roomTypeCategory,reviewCount,canInstantBook,price,maxGuestCapacity,SYSTEM_VIEW_OCEAN,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_VIEW_CITY,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_SURVEILLANCE,isSuperHost,isVerified,SYSTEM_LOCK_ON_DOOR,SYSTEM_FLOWER,yearHosting,SYSTEM_PETS,SYSTEM_VIEW_MOUNTAIN,SYSTEM_PATIO_BALCONY,SYSTEM_TOYS,SYSTEM_LUGGAGE_DROP,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BOAT_SAIL,SYSTEM_FIREPLACE,SYSTEM_MAPS_RESORT,SYSTEM_DRYER,SYSTEM_PIANO,SYSTEM_BATHTUB,SYSTEM_EV_CHARGER,SYSTEM_FIREPIT,SYSTEM_HIGH_CHAIR,SYSTEM_GYM,SYSTEM_CALENDAR
736732433567854579,4.7,quangninh,7,20.728725825436932,107.0438955449829,REGULAR,Phòng đôi Rustic House với tầm nhìn 62,private_room,40,0,684706,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
672077777269561981,5.0,quangninh,13,20.951027117402436,107.09900121671787,REGULAR,Phòng riêng view núi hồ tại trung tâm,private_room,7,0,617187,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
923700741112340521,0.0,quangninh,14,20.96057516858836,107.07053940743208,REGULAR,happy and fun,entire_home,0,0,684706,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41781815,4.63,quangninh,20,20.95855,107.00638,REGULAR,Nhất Đăng Home Stay,entire_home,16,0,754956,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
931571748145382055,0.0,quangninh,8,20.864380185943663,106.65921053693681,REGULAR,"Ấm cúng, hiện đại, tiện nghi!",entire_home,0,0,639059,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
42881521,0.0,quangninh,29,20.95763,107.0092,REGULAR,Toàn bộ StudioApt /Tầm nhìn ra vịnh Hạ Long/ Gần bãi biển,entire_home,0,0,746000,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
23211477,4.86,quangninh,30,20.94959,107.07171,REGULAR,Superior room in HL center - Breakfast included,private_room,14,0,710790,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
884518488107292613,5.0,quangninh,13,20.946635,107.035806,REGULAR,Phòng đôi sát biển * Le Cactus2B,private_room,3,0,616236,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
913456335569947507,0.0,quangninh,11,20.863043276960653,106.66417970124942,REGULAR,An's House Apartment #302 - Vinhomes Imperia,entire_home,0,0,609829,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
809321401587631912,5.0,quangninh,21,20.85429,106.68339,REGULAR,Comfy|Cozy|Balconies|Grand Views|City Center,private_room,10,0,623353,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
34789852,5.0,quangninh,30,20.74067,107.04185,REGULAR,CornerCatBa,private_room,6,0,684706,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
912685264439774128,0.0,quangninh,7,20.86536,106.66327,REGULAR,Căn hộ 1 ngủ siêu rẻ duy nhất tại Vinhomes Imperia,entire_home,0,0,595680,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
21007692,4.77,quangninh,12,20.71552,106.78383,REGULAR,Dream House 3 ở Đồ Sơn,private_room,13,0,755326,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
21555860,5.0,quangninh,30,21.00041,107.80876,REGULAR,Quê Hương Bên Biển Thanh Lan,private_room,10,0,698751,14.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41021092,4.85,quangninh,28,20.75173,106.99504,REGULAR,J2 Phòng Deluxe - JOYSTAY,private_room,13,0,741765,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
45779982,4.88,quangninh,14,20.84093,106.69945,REGULAR,Khách sạn căn hộ Lee là Nhà của bạn,entire_home,16,0,741765,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
936041904265171350,0.0,quangninh,10,20.9504902,107.0762867,REGULAR,Terrace Homestay & Cafe,private_room,0,0,690609,10.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
870045871771379306,0.0,quangninh,16,20.95315893265882,107.01265134463833,REGULAR,Diva B906 Citadines Marina,entire_home,0,0,691879,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
912044245275583186,0.0,quangninh,15,20.959412298020133,107.00949161324463,REGULAR,Moon Homestay Ha Long,entire_home,0,0,701381,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40977882,4.9,quangninh,28,20.94823,107.07124,REGULAR,Side-Seaview Bunkbed Room - 100m To Seacoast,private_room,10,0,684706,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
39707244,4.6,quangninh,16,20.83939,106.71218,REGULAR,Căn hộ cao cấp - HK Apartment & Hotel,entire_home,5,0,600000,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
21006447,4.63,quangninh,12,20.71548,106.78351,REGULAR,Dream House 1 tại Đỗ Sơn,private_room,8,0,755326,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
896332601186049152,0.0,quangninh,6,20.9583574,107.0047356,REGULAR,Căn hộ chill,entire_home,0,0,602541,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
837368108971586060,0.0,quangninh,13,20.946635,107.035806,REGULAR,Phòng đôi sát biển * Le Cactus2A,private_room,0,0,616236,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
23678040,4.77,quangninh,22,20.80327,107.04098,REGULAR,THÌ THẦM TỰ NHIÊN BUNGALOW bungalow tư nhân kép,private_room,31,0,627647,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
930983041826884571,0.0,quangninh,9,20.952607399397987,107.06981296859792,REGULAR,Căn hộ view Vịnh Hạ Long,private_room,0,0,588674,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
788863468496780395,0.0,quangninh,20,20.726213157668298,107.04691033107451,REGULAR,"bạn đi du lịch,chúng tôi quan tâm",private_room,0,0,593491,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
659051599841542854,0.0,quangninh,13,20.95492,107.01429,REGULAR,Studio đáng yêu có tầm nhìn ra biển,entire_home,0,0,781647,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
808480211300509835,4.83,quangninh,21,20.85396,106.68508,REGULAR,Trung tâm thành phố |The Best in Town|Ban công|Grand Views,private_room,6,0,640189,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
