room_id,rating,city,contextualPicturesCount,lat,long,listingObjType,name,roomTypeCategory,reviewCount,canInstantBook,price,maxGuestCapacity,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_PETS,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_COOKING_BASICS,SYSTEM_WORKSPACE,SYSTEM_SURVEILLANCE,SYSTEM_VIEW_OCEAN,SYSTEM_ELEVATOR,SYSTEM_BEACH,SYSTEM_VIEW_CITY,SYSTEM_BATHTUB,SYSTEM_PATIO_BALCONY,SYSTEM_JACUZZI,SYSTEM_EV_CHARGER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_FLOWER,SYSTEM_BREAKFAST,isSuperHost,isVerified,yearHosting,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_FIREPLACE,SYSTEM_LOCK_ON_DOOR,SYSTEM_GOLF,SYSTEM_REFRIGERATOR,SYSTEM_HAIRDRYER
563533325440125708,0.0,quangninh,15,20.96088,107.00767,REGULAR,May's House- Căn hộ view đẹp Hạ Long,private_room,0,0,1620471,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
859342878751528079,0.0,quangninh,16,20.9628285,107.0043159,REGULAR,Lê House,entire_home,0,0,1711766,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
869432497998954704,0.0,quangninh,29,20.819014622633805,106.68766882270575,REGULAR,Indochine Lilyhome T4,entire_home,0,0,1711766,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
790953609174295549,5.0,quangninh,28,20.951331645911846,107.02529175997651,REGULAR,1986 Homestay - 3 phòng ngủ view biển,entire_home,3,0,1734589,10.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
39186088,4.43,quangninh,18,20.72626,107.0516,REGULAR,Khách sạn Center Catba với bữa sáng,hotel_room,21,0,1711766,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0
46107083,0.0,quangninh,16,20.9612,107.00759,REGULAR,Homestay OgO Hạ Long,entire_home,0,0,1638616,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
842350944674198404,0.0,quangninh,6,20.952094944889264,107.02640562327136,REGULAR,DUAS HOUSE Homestay Newlife 1106,entire_home,0,0,1679813,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
695317517280892086,4.33,quangninh,12,20.8477359,106.6796493,REGULAR,Our Home 2 - Nhà 2 tầng nguyên căn trung tâm HP,entire_home,3,0,1711766,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
625661117522063904,0.0,quangninh,21,20.83813,106.68839,REGULAR,SAOLA Suite Hotel 102,private_room,0,0,1725318,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0
35134906,4.67,quangninh,30,20.9602,106.99551,REGULAR,"Homestay 505CT1 Greenbay Halong Bay, Vietnam",entire_home,6,0,1618590,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
639470732860461037,0.0,quangninh,8,20.952374,107.02462,REGULAR,Hồ bơi căn hộ bãi biển tươi sáng,entire_home,0,0,1717413,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
603067597320603969,0.0,quangninh,29,20.82399,106.69056,REGULAR,Căn hộ đáng yêu và đầy đủ tiện nghi ở Hải Phòng,entire_home,0,0,1711766,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
621196826336463063,0.0,quangninh,21,20.83586,106.69037,REGULAR,Khách sạn SAOLA Suite 101,private_room,0,0,1715154,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
844440192633075815,0.0,quangninh,30,20.9578958,107.0831721,REGULAR,"Căn hộ chung cư cap cấp 1 phòng ngủ, Ha Long",entire_home,0,0,1610132,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
575672758570048297,0.0,quangninh,6,20.95414,107.01251,REGULAR,Mobihome-CamperVan ở Hạ Long,entire_home,0,0,1711766,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
680121973700969466,0.0,quangninh,19,20.863199836072425,106.65983654558659,REGULAR,Căn hộ cao cấp Hoàng Huy Grand,entire_home,0,0,1785174,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
871600481922036560,0.0,quangninh,7,20.9524598,107.0245093,REGULAR,"Modern Homestay, Ha Long Bay!",entire_home,0,0,1643295,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
908629052671807047,0.0,quangninh,7,20.954215718021757,107.01314851641655,REGULAR,Studio Citadines Marina Halong,private_room,0,0,1618590,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
828621989094767616,0.0,quangninh,11,20.95587,107.09423,REGULAR,Studio nhìn ra biển ở Citadines 5*,entire_home,0,0,1626177,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
20904058,0.0,quangninh,11,20.96078,107.06053,REGULAR,Munic Bay Shan B&O B,private_room,0,0,1711766,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
47002283,4.67,quangninh,9,20.85213,106.68781,REGULAR,Luxury 3BR Apartment @SHP Plaza,entire_home,3,0,1699531,6.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
26863157,0.0,quangninh,10,20.95314,107.02342,REGULAR,Newlife Halong Tower T&V,entire_home,0,0,1711766,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
23813025,4.92,quangninh,7,20.95282,107.02518,REGULAR,Căn hộ 2BR Seaview tuyệt đẹp gần Trung tâm,entire_home,12,0,1660413,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
34243263,0.0,quangninh,12,20.95139,107.02517,REGULAR,Captain homes Halong,entire_home,0,0,1711766,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
24435229,0.0,quangninh,14,20.9586,107.00832,REGULAR,Tổ ấm gia đình - Ngôi nhà mơ ước với tầm nhìn ra biển,entire_home,0,0,1711766,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
19934188,0.0,quangninh,5,20.95871,107.00326,REGULAR,Hạ Long Greenbay appartment,entire_home,0,0,1621946,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
