isVerified	SYSTEM_CRIB	price	SYSTEM_SMOKING_ALLOWED	weeklyPriceFactor	name	SYSTEM_SURVEILLANCE	city	SYSTEM_NO_DETECTOR_SMOKE	SYSTEM_BATHTUB	SYSTEM_POOL	SYSTEM_NO_DETECTOR_CO2	roomTypeCategory	SYSTEM_SNOWFLAKE	isSuperHost	SYSTEM_SKI	SYSTEM_CALENDAR	avgRatingLocalized	SYSTEM_COOKING_BASICS	contextualPicturesCount	maxGuestCapacity	SYSTEM_EV_CHARGER	SYSTEM_BEACH	SYSTEM_VIEW_CITY	room_id	SYSTEM_LUGGAGE_DROP	SYSTEM_PETS	SYSTEM_FLOWER	pdpUrlType	SYSTEM_NO_LOCK_ON_DOOR	SYSTEM_PIANO	SYSTEM_VIEW_OCEAN	coordinate	reviewCount	structuredStayDisplayPrice	SYSTEM_WI_FI	SYSTEM_REFRIGERATOR	SYSTEM_JACUZZI	canInstantBook	SYSTEM_HIGH_CHAIR	SYSTEM_VIEW_MOUNTAIN	SYSTEM_BREAKFAST	SYSTEM_HAIRDRYER	SYSTEM_ELEVATOR	SYSTEM_FIREPLACE	SYSTEM_MAPS_CAR_RENTAL	SYSTEM_SAUNA	SYSTEM_MICROWAVE	SYSTEM_TV	SYSTEM_LOCK_ON_DOOR	SYSTEM_PATIO_BALCONY	SYSTEM_DRYER	listingObjType	SYSTEM_WASHER	url	yearHosting	SYSTEM_WORKSPACE
True		₫468.000		None	Nhà của Trần - view thành phố/Tầng thượng lớn/Qtr Cũ trung tâm		Hanoi	False			False	private_room		False			4,73 (134)		30	2			True	29995408				None			True	{'__typename': 'Coordinate', 'latitude': 21.03535, 'longitude': 105.8504}	134	/ đêm	True			False					True					True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/29995408	5	True
True		None		None	Hằng'sweethome	True	Ba Đình	False			False	private_room		False			Mới	True	8	1	True			865899151121410374		True		None				{'__typename': 'Coordinate', 'latitude': 21.0303729, 'longitude': 105.8148413}		/ đêm	True			False							True				True			REGULAR		https://www.airbnb.com.vn/rooms/865899151121410374		True
		₫443.918		None	Dreamcatcher Villa *** TV Netflix * *** ban công lớn *		Hoàn Kiếm	False			False	private_room	True				4,75 (24)	True	16	2				34427814				None				{'__typename': 'Coordinate', 'latitude': 21.02121, 'longitude': 105.84921}		/ đêm	True			False							True			True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/34427814		True
True		₫270.990		None	Phòng sạch sẽ và ấm cúng tại Bái Đính * máy giặt miễn phí *gần hồ		Bưởi	False			False	private_room		False			5,0 (6)	True	13	1				41709986				None			True	{'__typename': 'Coordinate', 'latitude': 21.0484, 'longitude': 105.80825}	6	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/41709986	3	True
True		₫410.824		None	CHẾ ĐỘ XEM/VỊ TRÍ TUYỆT VỜI - SỐNG CÙNG GIA ĐÌNH BẢN XỨ TRONG XƯƠNG RỒNG		Hanoi	False			False	private_room	True	False			4,57 (7)	True	14	2				34796586				None				{'__typename': 'Coordinate', 'latitude': 21.03564, 'longitude': 105.85577}	7	/ đêm	True			False							True				True	True	True	REGULAR	True	https://www.airbnb.com.vn/rooms/34796586	4	
True		₫340.883		None	Căn hộ ấm cúng gần Westlake		Tây Hồ	False			False	private_room	True	True	True		4,88 (8)		18	2				800287643123327341				None				{'__typename': 'Coordinate', 'latitude': 21.052, 'longitude': 105.83813}	8	/ đêm	True		True	False							True				True		True	REGULAR		https://www.airbnb.com.vn/rooms/800287643123327341	6	True
		None		None	The apartment in Ba Dinh, Hanoi	True	Ba Đình	False			False	entire_home	True				Mới	True	5	4				891617100059755809				None				{'__typename': 'Coordinate', 'latitude': 21.0398, 'longitude': 105.80758}		/ đêm	True			False														REGULAR		https://www.airbnb.com.vn/rooms/891617100059755809		True
		₫458.421		None	[Nhà ven sông] Căn hộ 1 phòng ngủ view sông thoáng mát.		Hai Bà Trưng					entire_home	True				4,47 (15)	True	10	3				42551100	True			None			True	{'__typename': 'Coordinate', 'latitude': 21.01831, 'longitude': 105.86414}		/ đêm	True	True		False				True						True				REGULAR	True	https://www.airbnb.com.vn/rooms/42551100		True
True		₫348.026		None	Phòng ngủ thoáng mát với ban công lớn		Láng Hạ	False			False	private_room	True	True			4,93 (40)	True	7	2				25213197				None				{'__typename': 'Coordinate', 'latitude': 21.01653, 'longitude': 105.81638}	40	/ đêm	True		True	False							True				True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/25213197	6	
True		₫490.706		None	VITAMIN HOME ★ Cảm giác như ở nhà trong phòng mùa thu		Hoàn Kiếm	False			False	private_room	True	False			4,79 (14)	True	30	2				650855434593225502				None				{'__typename': 'Coordinate', 'latitude': 21.02883, 'longitude': 105.84914}	14	/ đêm	True			False										True	True	True		REGULAR	True	https://www.airbnb.com.vn/rooms/650855434593225502	6	True
True		None		None	-50% /1’ đến Hồ Hoàn Kiếm/5F		Hà Nội	False			False	private_room		False			4,69 (111)	True	17	2				20574867		True		None			True	{'__typename': 'Coordinate', 'latitude': 21.03143, 'longitude': 105.84981}	111	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/20574867	6	
True		₫402.800		None	GEM-Topaz		Hoàn Kiếm	False			False	private_room	True	False			4,4 (5)		13	3				852001341076676351				None	False			{'__typename': 'Coordinate', 'latitude': 21.0293002, 'longitude': 105.8491782}	5	/ đêm	True			False				True			True			True			True	REGULAR		https://www.airbnb.com.vn/rooms/852001341076676351	3	True
		₫251.627	True	None	8 giường ngủ ký túc xá		 Hang Dao Ward				False	hotel_room	True			True	4,43 (7)		13	8				33277319	True			None			True	{'__typename': 'Coordinate', 'latitude': 21.03649, 'longitude': 105.84916}		/ đêm	True			False			True	True										REGULAR		https://www.airbnb.com.vn/rooms/33277319		
True		None		None	Riêng với 2 giường | Vị trí siêu cấp | An toàn | Sáng		Hoàn Kiếm	False			False	private_room	True	False			4,44 (9)		30	2				846326834181939445				None				{'__typename': 'Coordinate', 'latitude': 21.03267, 'longitude': 105.84907}	9	/ đêm	True			False				True			True		True	True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/846326834181939445	10	
True		₫342.353		None	V 's Home Westlake. Ngôi nhà ấm cúng gần Westlake 401		Yen Phu ward	False			False	private_room	True	True			4,57 (7)	True	19	2				36588277	True			None			True	{'__typename': 'Coordinate', 'latitude': 21.05256, 'longitude': 105.83756}	7	/ đêm	True			False				True			True				True			REGULAR		https://www.airbnb.com.vn/rooms/36588277	4	
		₫381.294		None	Ban công cửa sổ Toàn cảnh riêng Hồ Trúc Bạch						False	private_room	True				4,8 (55)	True	16	3				23268004	True			None			True	{'__typename': 'Coordinate', 'latitude': 21.04653, 'longitude': 105.84143}		/ đêm	True			False				True			True					True		REGULAR		https://www.airbnb.com.vn/rooms/23268004		True
True		₫399.412		None	Phòng ấm cúng và riêng tư tại TimesCity ParkHill		Hai Bà Trưng			True		private_room		False			4,4 (5)	True	18	2				802500174647948776		True	True	None				{'__typename': 'Coordinate', 'latitude': 20.9918, 'longitude': 105.8688}	5	/ đêm	True			False							True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/802500174647948776	3	True
		₫350.000		None	DinhThon Studio Apartment	True	Từ Liêm	False			False	entire_home	True				Mới	True	8	2				876509822188179585				None				{'__typename': 'Coordinate', 'latitude': 21.0189403, 'longitude': 105.7768348}		/ đêm	True			False										True				REGULAR	True	https://www.airbnb.com.vn/rooms/876509822188179585		
		₫365.177		None	Khu phố cổ Lovelyhome,Nhà thờ		Hoàn Kiếm					entire_home	True				4,21 (29)	True	5	2				797679496311138245		True		None			True	{'__typename': 'Coordinate', 'latitude': 21.03118, 'longitude': 105.85587}		/ đêm	True			False							True			True		True		REGULAR	True	https://www.airbnb.com.vn/rooms/797679496311138245		True
True		₫342.353		None	Nơi bình yên giữa Thành phố!		Thành phố Vĩnh Yên	False			False	private_room	True	False			5,0 (7)	True	6	2				680276298431818683				None				{'__typename': 'Coordinate', 'latitude': 21.3170182, 'longitude': 105.6130974}	7	/ đêm	True			False							True				True			REGULAR	True	https://www.airbnb.com.vn/rooms/680276298431818683	9	
True		₫362.894		None	Căn phòng tuyệt vời trên mái nhà Trung tâm thành phố Hà Nội	True		False			False	private_room		False			4,81 (16)	True	30	1			True	41015799			True	None				{'__typename': 'Coordinate', 'latitude': 21.02561, 'longitude': 105.8278}	16	/ đêm	True			False							True				True			REGULAR		https://www.airbnb.com.vn/rooms/41015799	4	True
		None		None	Aqua house 3 * 50m hồ Guom * khu phố CỔ*netflix		Hoàn Kiếm	False			False	private_room	True				4,17 (23)		6	2				729625493927442011				None				{'__typename': 'Coordinate', 'latitude': 21.03144, 'longitude': 105.85}		/ đêm	True			False				True			True			True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/729625493927442011		True
		₫433.647		None	Ban công Sunside Studio ấm cúng	True	Tây Hồ	False			False	private_room					None	True	13	2				791493165885230507				None			True	{'__typename': 'Coordinate', 'latitude': 21.07974, 'longitude': 105.81953}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/791493165885230507		True
		₫435.000		None	GIÁ TỐT NHẤT | CĂN HỘ ẤM CÚNG | TRÁI TIM HÀ NỘI		Hoàn Kiếm	False			False	entire_home	True				4,92 (13)	True	22	2				29886860				None				{'__typename': 'Coordinate', 'latitude': 21.02278, 'longitude': 105.85805}		/ đêm	True	True		False				True					True	True				REGULAR		https://www.airbnb.com.vn/rooms/29886860		True
		₫462.177		None	Chào mừng Ba Vi Bungalow yên bình - LB B4		Kim Mã	False		True	False	private_room					None	True	18	2				666309265194580487		True		None				{'__typename': 'Coordinate', 'latitude': 21.02365444427904, 'longitude': 105.5821264866233}		/ đêm	True			False		True					True			True				REGULAR		https://www.airbnb.com.vn/rooms/666309265194580487		True
		₫481.880		None	H223 1bed Apt* Free laundry, clearning*Gym*lotte						False	entire_home	True				4,93 (56)	True	17	2				35810046				None				{'__typename': 'Coordinate', 'latitude': 21.03263, 'longitude': 105.80711}		/ đêm	True		True	False					True		True			True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/35810046		
		None		None	[FLASHSALE]Local central loft@HanoiBuiHomestay	True	Hà Nội	False			False	entire_home	True				4,86 (28)	True	27	5				43519626				None				{'__typename': 'Coordinate', 'latitude': 21.02954, 'longitude': 105.81436}		/ đêm	True			False				True						True				REGULAR	True	https://www.airbnb.com.vn/rooms/43519626		True
		₫459.859		None	Nhà đậu phụ - Poppy Flat có bếp (+THANG máy)		Hanoi					entire_home	True				4,81 (122)	True	30	2				18712600			True	None				{'__typename': 'Coordinate', 'latitude': 21.02447, 'longitude': 105.80433}		/ đêm	True			False					True		True			True		True	True	REGULAR	True	https://www.airbnb.com.vn/rooms/18712600		
True		₫326.377		None	Căn Hộ Nhỏ Xinh Gần ĐH Bách Khoa	True	Hai Bà Trưng	False			False	private_room	True	False			5,0 (3)	True	11	1				842373597350886381				None	False			{'__typename': 'Coordinate', 'latitude': 21.00393, 'longitude': 105.84725}	3	/ đêm	True			False							True							REGULAR	True	https://www.airbnb.com.vn/rooms/842373597350886381	3	
True		None		None	(II) Studio ấm cúng/Hà NộiHearts/		Ba Đình	False			False	private_room	True	False			Mới	True	30	2				864463789203708916	True			None	False			{'__typename': 'Coordinate', 'latitude': 21.04305, 'longitude': 105.84366}	1	/ đêm	True			False							True			True				REGULAR		https://www.airbnb.com.vn/rooms/864463789203708916	10	True
		₫379.441		None	3 studio near WestLake and Lotte BaDinh	True	Ba Đình	False			False	private_room					Mới	True	8	2				844817886726901754		True		None				{'__typename': 'Coordinate', 'latitude': 21.033092023426853, 'longitude': 105.81121545284986}		/ đêm	True		True	False							True			True				REGULAR		https://www.airbnb.com.vn/rooms/844817886726901754		True
		₫485.164		None	Hà Nội Cosy Homestay, phòng Hoa hồng		Hanoi	False			False	entire_home	True				4,53 (51)	True	30	2				13534943				None				{'__typename': 'Coordinate', 'latitude': 21.03268, 'longitude': 105.80939}		/ đêm	True		True	False							True			True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/13534943		
		₫455.090		None	✨Trung tâm OLDTown❗️ PHÒNG RIÊNG mini❗ ️Phố bia❤ ️		Hoàn Kiếm					private_room	True			True	4,57 (74)		19	2				39449319	True			None			True	{'__typename': 'Coordinate', 'latitude': 21.03382, 'longitude': 105.85302}		/ đêm	True	True		False				True			True			True				REGULAR		https://www.airbnb.com.vn/rooms/39449319		
True		₫482.683		None	TRAAM Việt Tea Inn - Phòng Deluxe	True	Tây Hồ					private_room	True	True			5,0 (7)		27	2				42236398		True	True	None			True	{'__typename': 'Coordinate', 'latitude': 21.06339, 'longitude': 105.8314}	7	/ đêm	True			False							True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/42236398	4	True
True		₫365.177		None	Sông Hồng của V. Nhà cổ điển gần trung tâm 301	True	Bồ Đề	False			False	private_room	True	True			5,0 (3)	True	13	2	True			752475108710750852				None				{'__typename': 'Coordinate', 'latitude': 21.03584, 'longitude': 105.86925}	3	/ đêm	True			False							True				True			REGULAR	True	https://www.airbnb.com.vn/rooms/752475108710750852	4	
		₫441.600		None	Lovelycondo in Ho Guom,Ta Hien,Cathedral,Mausoleum		Hoàn Kiếm					private_room	True				4,44 (34)	True	10	2			True	713955733425948869		True	True	None			True	{'__typename': 'Coordinate', 'latitude': 21.030949, 'longitude': 105.850153}		/ đêm	True			False							True							REGULAR	True	https://www.airbnb.com.vn/rooms/713955733425948869		True
True		₫405.059	True	None	Phòng Riêng Trung tâm Hà Nội nhìn ra thành phố	True	Hoàn Kiếm					private_room	True	True			5,0 (9)	True	8	2				797530386252866819				None		True		{'__typename': 'Coordinate', 'latitude': 21.0279604, 'longitude': 105.8436866}	9	/ đêm	True			False				True							True			REGULAR	True	https://www.airbnb.com.vn/rooms/797530386252866819	4	True
		₫433.347		None	Ngôi nhà ấm cúng, Trung tâm Tây Hồ, Gần Hồ.	True	Quảng An	False			False	entire_home	True				4,5 (6)	True	14	2				767734500890791044				None				{'__typename': 'Coordinate', 'latitude': 21.06674, 'longitude': 105.82421}		/ đêm	True			False										True				REGULAR		https://www.airbnb.com.vn/rooms/767734500890791044		
		₫365.177		None	Kiwi Sweet Studio (Phòng 401)		Hoàng Mai				False	entire_home	True				4,71 (14)	True	22	2				39633737	True			None				{'__typename': 'Coordinate', 'latitude': 20.99536, 'longitude': 105.87978}		/ đêm	True			False				True			True			True		True		REGULAR	True	https://www.airbnb.com.vn/rooms/39633737		
		None		None	the pillar service apartment	True	Từ Liêm	False			False	entire_home					Mới	True	5	2				888637410929759538		True		None				{'__typename': 'Coordinate', 'latitude': 21.01842, 'longitude': 105.77775}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/888637410929759538		True
		None		None	# SALE # Căn hộ cao cấp 1BR # 5* S2 Vinhomes OceanPark		Đa Tốn			True		entire_home					4,39 (23)	True	23	4		True		674605991282895727				None				{'__typename': 'Coordinate', 'latitude': 20.9911, 'longitude': 105.94149}		/ đêm	True		True	False					True		True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/674605991282895727		True
		₫360.000		None	Căn hộ cho thuê tại MyDinh	True	Từ Liêm	False			False	entire_home	True				None	True	7	2				825829918200290669				None				{'__typename': 'Coordinate', 'latitude': 21.0189403, 'longitude': 105.7768348}		/ đêm	True			False										True				REGULAR	True	https://www.airbnb.com.vn/rooms/825829918200290669		True
		None		None	Nhà tre, cách Khu phố cổ và Hồ Hoàn Kiếm		Hoàn Kiếm	False			False	entire_home	True				4,82 (11)	True	17	4				46286227			True	None				{'__typename': 'Coordinate', 'latitude': 21.02643394470215, 'longitude': 105.85836791992188}		/ đêm	True			False							True					True		REGULAR	True	https://www.airbnb.com.vn/rooms/46286227		True
True		₫289.859		None	Căn Hộ Nhỏ Xinh Gần CV Tuổi Trẻ	True	Hai Bà Trưng	False			False	private_room	True	False			Mới	True	8	1				878513445516279762				None	False		True	{'__typename': 'Coordinate', 'latitude': 21.007548799405882, 'longitude': 105.85972253233194}	2	/ đêm	True			False														REGULAR	True	https://www.airbnb.com.vn/rooms/878513445516279762	3	True
		₫472.773		None	Aqua house 4* 50m đến hồ Guom * khu phố CỔ*netflix		Hoàn Kiếm	False			False	private_room	True				4,65 (34)		8	2				738126376174994928				None				{'__typename': 'Coordinate', 'latitude': 21.03145, 'longitude': 105.85002}		/ đêm	True			False				True						True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/738126376174994928		True
		None		None	Spacious bedroom in Old Quarter!		Hoàn Kiếm					private_room	True				Mới	True	30	2				891528326246386997			True	None				{'__typename': 'Coordinate', 'latitude': 21.039777485196847, 'longitude': 105.84786717127228}		/ đêm	True			False							True			True		True	True	REGULAR	True	https://www.airbnb.com.vn/rooms/891528326246386997		True
True		₫321.237		None	The Strawberry house 1A		Ba Đình	False			False	private_room	True	True			5,0 (8)	True	23	2				783198535105922177				None				{'__typename': 'Coordinate', 'latitude': 21.036957483531438, 'longitude': 105.82483576454331}	8	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/783198535105922177	4	True
		₫488.424		None	Căn phòng studio cao cấp Quận Ba Đình	True	Ba Đình	False			False	private_room	True				4,8 (20)	True	6	2				777936280045264869				None				{'__typename': 'Coordinate', 'latitude': 21.04145, 'longitude': 105.84046}		/ đêm	True	True		False				True	True					True				REGULAR		https://www.airbnb.com.vn/rooms/777936280045264869		
True		₫490.706		None	VITAMIN HOME ★ Pinky & phòng thư giãn tại Hoàn Kiếm		Hoàn Kiếm	False			False	private_room		False			5,0 (5)	True	30	2				650359487236030333		True		None				{'__typename': 'Coordinate', 'latitude': 21.02833, 'longitude': 105.84741}	5	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/650359487236030333	6	True
True		₫455.330		None	Lâu đài trên mây - phòng riêng trong căn hộ chung.		Phú Diễn			True	False	private_room		True			4,75 (28)	True	17	2			True	24114959				None			True	{'__typename': 'Coordinate', 'latitude': 21.04338, 'longitude': 105.76689}	28	/ đêm	True			False					True			True			True			REGULAR		https://www.airbnb.com.vn/rooms/24114959	5	True
True		₫267.706		None	Rẻ và an toàn cho thuê		Hanoi	False			False	private_room		False			4,47 (55)	True	11	2				15889901			True	None			True	{'__typename': 'Coordinate', 'latitude': 21.01171, 'longitude': 105.84003}	55	/ đêm	True			False							True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/15889901	7	True
True		₫262.330		None	Chỗ ở trong không khí trong lành cho thuê		Hanoi (Ha Noi)	False			False	private_room		False			4,42 (38)	True	11	2				16417995			True	None			True	{'__typename': 'Coordinate', 'latitude': 21.01406, 'longitude': 105.83941}	38	/ đêm	True			False							True				True			REGULAR		https://www.airbnb.com.vn/rooms/16417995	7	True
True		₫401.559	True	None	Kimhanoi Homestay 5		Tây Hồ	False			False	private_room	True	True			4,63 (8)		19	2				655633424964749959				None	False			{'__typename': 'Coordinate', 'latitude': 21.05408, 'longitude': 105.8376}	8	/ đêm	True			False							True							REGULAR		https://www.airbnb.com.vn/rooms/655633424964749959	6	True
True		₫459.294		None	Biệt thự 1 phòng ngủ xinh xắn, có chỗ đỗ xe miễn phí		Hanoi	False			False	private_room		False			5,0 (3)	True	13	2				742258836801939836				None	False			{'__typename': 'Coordinate', 'latitude': 21.155035113916878, 'longitude': 105.86084608658702}	3	/ đêm	True			False							True			True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/742258836801939836	5	True
		None		None	Aqua House 1* 50m đến hồ Guom * khu phố CỔ		Hoàn Kiếm	False			False	private_room	True				4,4 (25)		6	2				727978228198297176				None				{'__typename': 'Coordinate', 'latitude': 21.03142, 'longitude': 105.85008}		/ đêm	True	True		False				True			True						True	REGULAR	True	https://www.airbnb.com.vn/rooms/727978228198297176		True
		₫420.356		None	Tây Hồ Studio! Ngôi nhà ấm cúng! Gần Hồ.		Quảng An	False			False	entire_home	True				4,8 (10)		30	2				784638738240140393				None				{'__typename': 'Coordinate', 'latitude': 21.06647260036268, 'longitude': 105.82533603933919}		/ đêm	True			False				True			True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/784638738240140393		True
True		₫342.353		None	The law house_double room		Hai Bà Trưng	False			False	private_room	True	False			5,0 (4)	True	29	1				39023764				None	False			{'__typename': 'Coordinate', 'latitude': 21.00266, 'longitude': 105.85906}	4	/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/39023764	4	True
		None		None	Nhà đậu phụ - Emerald Flat có bếp (+THANG máy)		Đống Đa					hotel_room	True				4,88 (26)	True	30	2				37761804		True		None				{'__typename': 'Coordinate', 'latitude': 21.02356, 'longitude': 105.80477}		/ đêm	True			False					True		True			True		True	True	REGULAR	True	https://www.airbnb.com.vn/rooms/37761804		
		None		None	Lica's Home	True	Tây Hồ	False			False	entire_home					Mới	True	12	3				882142504816250689				None			True	{'__typename': 'Coordinate', 'latitude': 21.04754, 'longitude': 105.8095}		/ đêm	True			False					True		True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/882142504816250689		
		₫479.294		None	cozy room, heart in westlake		Tây Hồ	False			False	private_room	True				Mới		16	2				691767114617574425				None				{'__typename': 'Coordinate', 'latitude': 21.0601, 'longitude': 105.83381}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/691767114617574425		True
		₫459.859		None	Nhà đậu phụ - Daisy Flat có bếp (+THANG máy)		Hanoi					hotel_room	True				4,7 (114)	True	30	2				20608904			True	None				{'__typename': 'Coordinate', 'latitude': 21.02446, 'longitude': 105.80373}		/ đêm	True			False					True		True			True		True	True	REGULAR	True	https://www.airbnb.com.vn/rooms/20608904		
		None		None	Ami Central Hotel Hanoi	True	Hoàn Kiếm	False			False	private_room	True				Mới		24	2				876518698733716325				None				{'__typename': 'Coordinate', 'latitude': 21.03822725190497, 'longitude': 105.84700483828783}		/ đêm	True		True	False							True			True				REGULAR		https://www.airbnb.com.vn/rooms/876518698733716325		True
		₫354.336		None	Nhà Như Ngọc- tiện lợi, an toàn	True	Đống Đa				False	entire_home					None	True	11	2				822920715228021835		True	True	None				{'__typename': 'Coordinate', 'latitude': 21.0117003, 'longitude': 105.8155815}		/ đêm	True			False					True		True			True				REGULAR		https://www.airbnb.com.vn/rooms/822920715228021835		True
		None		None	Trái tim của khu phố cổ với máy chiếu, tầm nhìn đáng yêu	True	Hoàn Kiếm	False			False	entire_home					4,42 (24)	True	16	2				613431475800553165			True	None				{'__typename': 'Coordinate', 'latitude': 21.036753, 'longitude': 105.852882}		/ đêm	True			False							True			True			True	REGULAR		https://www.airbnb.com.vn/rooms/613431475800553165		True
	True	None		None	Su Casa: Nhà riêng ấm cúng, Hẻm trung tâm		Hoàn Kiếm	False			False	entire_home	True				4,5 (4)	True	20	2				42318761				None				{'__typename': 'Coordinate', 'latitude': 21.02716827392578, 'longitude': 105.84388732910156}		/ đêm	True			False				True			True			True				REGULAR		https://www.airbnb.com.vn/rooms/42318761		True
True		₫427.741		None	Phòng ánh sáng mặt trời gần Nhà hát Lớn	True	Hoan Kiem district				False	private_room	True	False			4,55 (11)	True	21	2				628478416887162501				None				{'__typename': 'Coordinate', 'latitude': 21.021695, 'longitude': 105.85979}	11	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/628478416887162501	9	True
		₫410.687		None	Nhà tôi có bốn phòng sạch sẽ, yên tĩnh. R2	True	Ngọc Hà	False			False	entire_home					4,92 (12)	True	20	3				41022125				None			True	{'__typename': 'Coordinate', 'latitude': 21.03746, 'longitude': 105.82837}		/ đêm	True			False					True		True			True				REGULAR		https://www.airbnb.com.vn/rooms/41022125		True
True		₫386.859		None	Căn Hộ Tiện Nghi Gần CV Cầu Giấy	True	Cầu Giấy	False			False	private_room	True	False			None	True	10	1				821678601683410888				None				{'__typename': 'Coordinate', 'latitude': 21.03032, 'longitude': 105.7969}	1	/ đêm	True			False										True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/821678601683410888	3	True
		₫347.703		None	Nhà của tôi, và của bạn cũng vậy		Hai Bà Trưng	False			False	entire_home	True				4,33 (6)	True	19	2				32553010				None				{'__typename': 'Coordinate', 'latitude': 21.00125, 'longitude': 105.85996}		/ đêm	True			False	True			True								True		REGULAR	True	https://www.airbnb.com.vn/rooms/32553010		True
True		₫428.301		None	Quyet Homestay #6 (Mekong Delta Studio)		Ba Đình	False			False	private_room	True	True			4,94 (17)	True	22	3				35044198				None				{'__typename': 'Coordinate', 'latitude': 21.03651, 'longitude': 105.82397}	17	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/35044198	6	True
True		₫401.559		None	SunFlower homestay, Làn đường yên tĩnh,Gần khu phố cổ(2)		Ba Đình	False			False	private_room	True	True			4,78 (90)	True	14	2				30390106				None				{'__typename': 'Coordinate', 'latitude': 21.0424, 'longitude': 105.84326}	90	/ đêm	True			False				True			True				True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/30390106	4	
		₫361.694		None	Chill Studio close Ho Tay water park 2.2		Nhật Tân	False			False	entire_home	True				5,0 (3)	True	23	2				43939550		True		None				{'__typename': 'Coordinate', 'latitude': 21.07828, 'longitude': 105.81689}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/43939550		True
True		₫320.065		None	Sống cùng gia đình bản xứ ngọt ngào ở Nghĩa Tân		Nghĩa Tân	False			False	private_room		True			4,81 (16)	True	14	1				22440323		True		None	False			{'__typename': 'Coordinate', 'latitude': 21.04395, 'longitude': 105.7908}	16	/ đêm	True			False										True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/22440323	5	True
		None		None	Studio riêng đáng yêu cho 2 người ở trung tâm Hà Nội	True	Hàng Bài	False			False	entire_home					4,68 (25)	True	6	2	True			635328574774591357				None				{'__typename': 'Coordinate', 'latitude': 21.02424, 'longitude': 105.85288}		/ đêm	True			False					True		True			True				REGULAR		https://www.airbnb.com.vn/rooms/635328574774591357		True
		None		None	Studio ở Đống Đa vị trí tuyệt vời	True	Đống Đa				False	entire_home	True				Mới	True	25	2				843925302043991305				None				{'__typename': 'Coordinate', 'latitude': 21.0230565, 'longitude': 105.8076453}		/ đêm	True			False					True					True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/843925302043991305		True
True		None		None	20m2 nice room to live	True	Hà Đông	False			False	private_room	True	False			Mới	True	6	3				872238611394717714				None	False			{'__typename': 'Coordinate', 'latitude': 20.97481, 'longitude': 105.78643}		/ đêm				False														REGULAR		https://www.airbnb.com.vn/rooms/872238611394717714		True
		None		None	Cozy room close to the center but quiet		Ba Đình	False			False	private_room	True				5,0 (4)	True	25	2				759894198636603523		True		None				{'__typename': 'Coordinate', 'latitude': 21.0473528, 'longitude': 105.8079001}		/ đêm				False							True			True		True		REGULAR	True	https://www.airbnb.com.vn/rooms/759894198636603523		True
		₫404.843		None	[Nhà ven sông] Căn hộ 1 phòng ngủ 45m2 thoải mái		Hai Bà Trưng					entire_home	True				4,5 (16)	True	7	3				43903830	True			None				{'__typename': 'Coordinate', 'latitude': 21.01821, 'longitude': 105.86283}		/ đêm	True	True		False				True			True		True	True				REGULAR	True	https://www.airbnb.com.vn/rooms/43903830		
		₫137.885		None	Khách sạn giá rẻ Hà Nội EcoStay 1 - Nhà trọ tập thể hỗn hợp	True	Hoàn Kiếm	False			False	shared_room	True				None		7	12				655504270627616890	True			None				{'__typename': 'Coordinate', 'latitude': 21.00068, 'longitude': 105.80866}		/ đêm	True			False	True						True						True	REGULAR		https://www.airbnb.com.vn/rooms/655504270627616890		True
