isVerified	SYSTEM_CRIB	price	SYSTEM_SMOKING_ALLOWED	weeklyPriceFactor	name	SYSTEM_SURVEILLANCE	city	SYSTEM_NO_DETECTOR_SMOKE	SYSTEM_BATHTUB	SYSTEM_POOL	SYSTEM_NO_DETECTOR_CO2	roomTypeCategory	SYSTEM_SNOWFLAKE	isSuperHost	SYSTEM_SKI	SYSTEM_CALENDAR	avgRatingLocalized	SYSTEM_COOKING_BASICS	contextualPicturesCount	maxGuestCapacity	SYSTEM_EV_CHARGER	SYSTEM_BEACH	SYSTEM_VIEW_CITY	room_id	SYSTEM_LUGGAGE_DROP	SYSTEM_PETS	SYSTEM_FLOWER	pdpUrlType	SYSTEM_NO_LOCK_ON_DOOR	SYSTEM_PIANO	SYSTEM_VIEW_OCEAN	coordinate	reviewCount	structuredStayDisplayPrice	SYSTEM_WI_FI	SYSTEM_REFRIGERATOR	SYSTEM_JACUZZI	canInstantBook	SYSTEM_HIGH_CHAIR	SYSTEM_VIEW_MOUNTAIN	SYSTEM_BREAKFAST	SYSTEM_HAIRDRYER	SYSTEM_ELEVATOR	SYSTEM_FIREPLACE	SYSTEM_MAPS_CAR_RENTAL	SYSTEM_SAUNA	SYSTEM_MICROWAVE	SYSTEM_TV	SYSTEM_LOCK_ON_DOOR	SYSTEM_PATIO_BALCONY	SYSTEM_DRYER	listingObjType	SYSTEM_WASHER	url	yearHosting	SYSTEM_WORKSPACE
False		₫479.294		None	BUZZ Home 2❤️ Phòng tắm riêng ★Yên tĩnh ★Trung tâm		Hoàn Kiếm	False			False	private_room	True	False			4,04 (25)	True	19	2				41096760				None				{'__typename': 'Coordinate', 'latitude': 21.0238, 'longitude': 105.84833}	25	/ đêm	True	True		False				True			True				True			REGULAR	True	https://www.airbnb.com.vn/rooms/41096760	4	
		₫465.600		None	Spacious studio in Tay Ho		Tây Hồ	False			False	entire_home	True				Mới	True	6	2				888143552690559219				None				{'__typename': 'Coordinate', 'latitude': 21.07809, 'longitude': 105.81581}		/ đêm	True			False										True				REGULAR	True	https://www.airbnb.com.vn/rooms/888143552690559219		
		₫471.745		None	Gác mái riêng có tầng lửng & sofabed@HanoiBui 'sSống cùng gia đình bản xứ	True	Hà Nội	False			False	entire_home	True				4,94 (32)	True	30	4				35640229				None				{'__typename': 'Coordinate', 'latitude': 21.03207, 'longitude': 105.82292}		/ đêm	True			False										True		True		REGULAR	True	https://www.airbnb.com.vn/rooms/35640229		True
True		₫404.118	True	None	Phòng Hà NộiCenter với quang cảnh thành phố	True	Hoàn Kiếm					private_room	True	True			4,8 (5)	True	11	2				858625151501796573				None		True		{'__typename': 'Coordinate', 'latitude': 21.02844, 'longitude': 105.84313}	5	/ đêm	True			False				True							True			REGULAR	True	https://www.airbnb.com.vn/rooms/858625151501796573	4	True
True		None		None	Thoáng đãng, yên tĩnh & ấm cúng!	True	Bắc Từ Liêm	False			False	private_room		False			Mới	True	7	3				872173599850248937				None			True	{'__typename': 'Coordinate', 'latitude': 21.06049, 'longitude': 105.7982}		/ đêm	True			False										True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/872173599850248937		True
True		₫285.294		None	di tích lịch sử văn hóa		Đống Đa	False			False	private_room	True	True			4,93 (14)		3	1				42682438	True			None				{'__typename': 'Coordinate', 'latitude': 21.02615, 'longitude': 105.83329}	14	/ đêm	True			False				True	True					True	True			REGULAR		https://www.airbnb.com.vn/rooms/42682438	3	True
True		₫383.435		None	Căn hộ ấm áp gần trường đua F1-301	True	Từ Liêm				False	private_room		False			None	True	17	2	True			817702840748180367			True	None				{'__typename': 'Coordinate', 'latitude': 21.01930603602069, 'longitude': 105.77483111317761}		/ đêm	True			False					True		True				True			REGULAR		https://www.airbnb.com.vn/rooms/817702840748180367		True
True		₫401.559		None	Siêu lớn 400m2, yên bình, hiện đại, nhà hoa		Hải Bối	False			False	private_room		False			None	True	24	2				796104528458152760		True		None			True	{'__typename': 'Coordinate', 'latitude': 21.11025, 'longitude': 105.79112}	2	/ đêm	True			False							True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/796104528458152760	4	True
True		₫327.995		None	🌳CentralOldTown-FoodStreet🌟OMoHouse💕Selfcheck247	True	Hoàn Kiếm	False			False	private_room	True	False			4,31 (13)		14	2				673791143922930560	True	True		None				{'__typename': 'Coordinate', 'latitude': 21.03581, 'longitude': 105.85164}	13	/ đêm	True			False							True				True			REGULAR		https://www.airbnb.com.vn/rooms/673791143922930560	6	True
True		₫469.118		None	#22 PHÒNG RIÊNG ẤM CÚNG CÁCH️ HỒ HOÀN KIẾM❤️ 2 PHÚT		Hoàn Kiếm	False			False	private_room	True	False			None	True	30	2				40554422				None				{'__typename': 'Coordinate', 'latitude': 21.03358, 'longitude': 105.8543}	1	/ đêm	True			False				True							True			REGULAR		https://www.airbnb.com.vn/rooms/40554422	5	
		₫486.478		None	Toàn cảnh tầng thượng*Khu phố cổ*Thang máy và giặt		Hà Nội	False			False	entire_home	True				4,66 (29)	True	19	2				43152213				None				{'__typename': 'Coordinate', 'latitude': 21.0324, 'longitude': 105.84716}		/ đêm	True			False				True	True		True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/43152213		
		None		None	Khách sạn giá rẻ Hà Nội EcoStay 2 - Nhà trọ tập thể hỗn hợp 5	True	Hoàn Kiếm				False	shared_room	True				None	True	11	12				656259025007316261	True			None				{'__typename': 'Coordinate', 'latitude': 21.03449, 'longitude': 105.85324}		/ đêm	True	True		False				True						True				REGULAR		https://www.airbnb.com.vn/rooms/656259025007316261		True
True		₫342.353		None	Nhà của Tiffany		Bưởi	False			False	private_room	True	False		True	4,93 (29)	True	21	2				21181837				None				{'__typename': 'Coordinate', 'latitude': 21.04038, 'longitude': 105.81939}	29	/ đêm	True			False				True							True			REGULAR	True	https://www.airbnb.com.vn/rooms/21181837	6	
True		₫401.559		None	Kim Hanoi Homestay 3		Yên Phụ	False			False	private_room		True			4,81 (16)	True	23	2				20396864				None				{'__typename': 'Coordinate', 'latitude': 21.05496, 'longitude': 105.83629}	16	/ đêm	True		True	False							True				True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/20396864	6	True
True		None		None	AimeeHouse-Elevator-Netflix-Private for couples		Ba Đình	False			False	private_room	True	False			Mới		15	2				885874241347852040				None				{'__typename': 'Coordinate', 'latitude': 21.04462, 'longitude': 105.84473}	1	/ đêm	True			False							True			True	True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/885874241347852040	4	True
True		None		None	Căn hộ gọn gàng và đơn giản #5		Cửa Đông				False	private_room		True			4,88 (42)	True	10	2				5613635		True		None				{'__typename': 'Coordinate', 'latitude': 21.03181, 'longitude': 105.84595}	42	/ đêm	True		True	False							True			True	True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/5613635	8	
		₫284.024		None	Omo house-Old quater-Attic room	True	Hoàn Kiếm	False			False	private_room	True				4,0 (3)		8	2				816315515597393921	True	True		None				{'__typename': 'Coordinate', 'latitude': 21.0361351, 'longitude': 105.8526669}		/ đêm	True			False				True			True							REGULAR		https://www.airbnb.com.vn/rooms/816315515597393921		True
		None		None	Khách sạn giá rẻ Hà Nội EcoStay 2 - Nhà trọ tập thể hỗn hợp 2	True	Hoàn Kiếm	False			False	shared_room	True				None	True	16	10				656068383044424258				None				{'__typename': 'Coordinate', 'latitude': 21.03512, 'longitude': 105.85224}		/ đêm	True	True		False										True		True		REGULAR		https://www.airbnb.com.vn/rooms/656068383044424258		True
		None		None	Chung cư, 50m2, có ban công	True	Từ Liêm	False			False	private_room	True				Mới	True	7	1				869241284792231131				None				{'__typename': 'Coordinate', 'latitude': 21.01974, 'longitude': 105.77758}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/869241284792231131		
		₫479.294		None	TV Netflix gần hồ đối diện đại sứ quán Aus Ba Đình		Ba Đình					entire_home	True				5,0 (6)	True	28	2				41274968				None			True	{'__typename': 'Coordinate', 'latitude': 21.03235, 'longitude': 105.8119}		/ đêm	True			False				True		True				True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/41274968		
True		₫405.059	True	None	Căn hộ Hà NộiCenter tại Cửa Nam với tầm nhìn ra thành phố	True	Hoàn Kiếm					private_room	True	True			4,83 (6)	True	10	2				791123435378060217				None		True		{'__typename': 'Coordinate', 'latitude': 21.02823, 'longitude': 105.84399}	6	/ đêm	True			False				True							True			REGULAR	True	https://www.airbnb.com.vn/rooms/791123435378060217	4	True
		None		None	Tuna Homestay		Tây Hồ					shared_room					5,0 (4)	True	18	16	True	True		41648961		True		None				{'__typename': 'Coordinate', 'latitude': 21.0601, 'longitude': 105.80891}		/ đêm	True		True	False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/41648961		True
		None	True	None	Annam/BudgetStudio/1 phòng ngủ/Hoàn Kiếm/Nice&Quiet		Hoàn Kiếm	False			False	entire_home	True				4,67 (6)	True	11	2				45678169			True	None				{'__typename': 'Coordinate', 'latitude': 21.01814, 'longitude': 105.8545}		/ đêm	True			False							True					True		REGULAR		https://www.airbnb.com.vn/rooms/45678169		
True		₫380.728		None	Biệt thự gia đình Hà Nội 2		Hanoi	False			False	private_room		True			4,75 (24)	True	9	2				13303070		True		None				{'__typename': 'Coordinate', 'latitude': 21.00204, 'longitude': 105.84404}	24	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/13303070	7	True
		None		None	Lotuscondo ở Hồ Guom, Khu phố cổ,Nhà thờ Đức Bà,Tạ Hiện		Hoàn Kiếm					private_room	True				4,64 (11)		5	2			True	737940329799780624		True	True	None			True	{'__typename': 'Coordinate', 'latitude': 21.031085770064905, 'longitude': 105.85009574890137}		/ đêm	True			False					True		True							REGULAR	True	https://www.airbnb.com.vn/rooms/737940329799780624		True
		None		None	Sunshine homes Oceanpark Gia Lâm		None	False		True	False	entire_home					Mới	True	12	2				861280461910630044				None				{'__typename': 'Coordinate', 'latitude': 21.00397, 'longitude': 105.94662}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/861280461910630044		
		₫455.090		None	301-Lan 's homestay room 301 - Giảm 50%/1 tháng		Hanoi	False			False	private_room	True				4,8 (5)		7	1				21703825				None				{'__typename': 'Coordinate', 'latitude': 21.02547, 'longitude': 105.85448}		/ đêm	True			False				True						True				REGULAR	True	https://www.airbnb.com.vn/rooms/21703825		
True		None		None	TP04 Căn hộ 1 khách 1 ngủ rộng rãi cho gia đình		Hai Bà Trưng	False			False	private_room	True	False			Mới	True	23	4				879482411587738077				None				{'__typename': 'Coordinate', 'latitude': 21.0106295, 'longitude': 105.8514513}		/ đêm	True			False				True						True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/879482411587738077		True
		None		None	Căn hộ đầy đủ tiện nghi Ban Công Thoáng tại Tây Hồ	True	Tây Hồ				False	private_room					Mới	True	15	2				871250827530481551		True		None			True	{'__typename': 'Coordinate', 'latitude': 21.05197, 'longitude': 105.83439}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/871250827530481551		True
		None		None	Trang bị đầy đủ 01 phòng ngủ giá rẻ nhất tại Westlake	True	Tây Hồ	False			False	entire_home	True				4,6 (5)	True	7	2				44073634				None				{'__typename': 'Coordinate', 'latitude': 21.06494, 'longitude': 105.82811}		/ đêm	True			False							True			True			True	REPRESENTATIVE	True	https://www.airbnb.com.vn/rooms/44073634		
True		₫302.977		None	Nice-Warm Stay	True	Đống Đa	False			False	private_room		False			Mới	True	10	2				37364729				None	False			{'__typename': 'Coordinate', 'latitude': 21.01298, 'longitude': 105.84022}	1	/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/37364729	7	True
		None		None	Apartment - Hai Ba Trung District	True	Hai Bà Trưng	False			False	private_room	True				Mới	True	5	2				882899665207323588				None				{'__typename': 'Coordinate', 'latitude': 21.00327, 'longitude': 105.84625}		/ đêm	True			False										True				REGULAR	True	https://www.airbnb.com.vn/rooms/882899665207323588		
		None		None	Homestay giá rẻ tại Hoàn Kiếm	True	Hoàn Kiếm	False			False	shared_room	True				Mới	True	5	16				885193839829363740				None				{'__typename': 'Coordinate', 'latitude': 21.021919, 'longitude': 105.8571716}		/ đêm	True			False							True							REGULAR		https://www.airbnb.com.vn/rooms/885193839829363740		True
True		₫428.301		None	Sống cùng gia đình bản xứ số 5 (Tam Cốc Studio)		Ba Đình	False			False	private_room	True	True			4,8 (25)	True	24	3				35043502				None				{'__typename': 'Coordinate', 'latitude': 21.03593, 'longitude': 105.82236}	25	/ đêm	True			False							True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/35043502	6	True
True		₫342.678		None	Tổ rối nước - không gian riêng tư và ấm cúng cho bạn	True	Từ Liêm	False		True	False	private_room		False			5,0 (9)	True	30	2				40108907			True	None				{'__typename': 'Coordinate', 'latitude': 21.0327, 'longitude': 105.74455}	9	/ đêm	True			False							True				True			REGULAR		https://www.airbnb.com.vn/rooms/40108907	4	True
True		None		None	Sống cùng gia đình bản xứ của dì Liên - Căn hộ Studio		Cầu Giấy				False	private_room	True	False			None	True	18	2				35522957	True		True	None	False			{'__typename': 'Coordinate', 'latitude': 21.0349, 'longitude': 105.78348}	1	/ đêm	True			False							True					True		REGULAR	True	https://www.airbnb.com.vn/rooms/35522957	4	
		₫435.000		None	CHUNG cư TRUNG tâm & NGÂN sách | 3 PHÚT đến NHÀ HÁT OPERA HN		Hoàn Kiếm	False			False	entire_home	True				4,71 (7)	True	24	2				29992971				None				{'__typename': 'Coordinate', 'latitude': 21.02476, 'longitude': 105.85753}		/ đêm	True	True		False				True					True	True				REGULAR		https://www.airbnb.com.vn/rooms/29992971		True
		₫399.412		None	Nhà ấm cúng! Studio đẹp! Máy giặt và máy sấy!	True	Tây Hồ	False			False	entire_home	True				None	True	18	2				767745551525121773				None				{'__typename': 'Coordinate', 'latitude': 21.06728, 'longitude': 105.82648}		/ đêm	True			False										True				REGULAR		https://www.airbnb.com.vn/rooms/767745551525121773		
		None		None	Phòng tiêu chuẩn trong V-studio 3		Từ Liêm	False			False	private_room					4,0 (4)	True	14	2				33177182				None				{'__typename': 'Coordinate', 'latitude': 21.01215, 'longitude': 105.77656}		/ đêm	True		True	False					True		True			True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/33177182		
		₫422.235		None	T30 Hanoi Homestay		None	False			False	entire_home					4,2 (5)	True	14	6				674251720192013530		True	True	None			True	{'__typename': 'Coordinate', 'latitude': 21.07469, 'longitude': 105.80048}		/ đêm	True			False							True							REGULAR		https://www.airbnb.com.vn/rooms/674251720192013530		True
True		₫311.412		None	Phòng riêng gần Đại học Hà Nội		Thanh Xuân	False			False	private_room	True	False			None	True	19	2				42399247				None				{'__typename': 'Coordinate', 'latitude': 20.98617, 'longitude': 105.79594}	1	/ đêm	True			False							True				True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/42399247	4	True
		₫285.294		None	Khách sạn Discovery ấm cúng cho một người độc thân	True	Hoàn Kiếm	False			False	private_room	True				None		5	1				758147381663051289				None				{'__typename': 'Coordinate', 'latitude': 21.03404, 'longitude': 105.85194}		/ đêm	True			False				True						True		True		REGULAR		https://www.airbnb.com.vn/rooms/758147381663051289		
